api	crate	path_line	snippet
candle_core::bail	kiln-model	crates/kiln-model/src/forward.rs:1455	candle_core::bail!("CudaSigmoidMulTrainingBf16 backward requires non-scalar input");
candle_core::bail	kiln-model	crates/kiln-model/src/forward.rs:1465	candle_core::bail!("CudaSigmoidMulTrainingBf16 backward requires CUDA input");
candle_core::Error::Msg	kiln-model	crates/kiln-model/src/forward.rs:1474	.map_err(|e| candle_core::Error::Msg(format!("sigmoid-mul bwd grad_x alloc: {e:?}")))?;
candle_core::Error::Msg	kiln-model	crates/kiln-model/src/forward.rs:1477	candle_core::Error::Msg(format!("sigmoid-mul bwd grad_gate alloc: {e:?}"))
candle_core::bail	kiln-model	crates/kiln-model/src/forward.rs:1491	candle_core::bail!(
candle_core::bail	kiln-model	crates/kiln-model/src/forward.rs:1514	candle_core::bail!(
candle_nn::ops::softmax_last_dim	kiln-model	crates/kiln-model/src/forward.rs:1656	/// `candle_nn::ops::softmax_last_dim` lacks a CUDA kernel, so we implement it
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:1659	let max_val = x.max_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:1662	let sum_exp = exp_shifted.sum_keepdim(candle_core::D::Minus1)?;
candle_core::Result	kiln-model	crates/kiln-model/src/forward.rs:1803	) -> candle_core::Result<(CpuStorage, Shape)> {
candle_core::bail	kiln-model	crates/kiln-model/src/forward.rs:1804	candle_core::bail!("CudaFlashAttentionTrainingBf16 requires CUDA inputs");
candle_core::Result	kiln-model	crates/kiln-model/src/forward.rs:1815	) -> candle_core::Result<(CudaStorage, Shape)> {
candle_core::bail	kiln-model	crates/kiln-model/src/forward.rs:1823	candle_core::bail!(
candle_core::Error::Msg	kiln-model	crates/kiln-model/src/forward.rs:1848	candle_core::Error::Msg(format!(
candle_core::bail	kiln-model	crates/kiln-model/src/forward.rs:1858	_ => candle_core::bail!("CudaFlashAttentionTrainingBf16 produced non-CUDA storage"),
candle_core::Result	kiln-model	crates/kiln-model/src/forward.rs:1869	) -> candle_core::Result<(Option<Tensor>, Option<Tensor>, Option<Tensor>)> {
candle_core::Error::Msg	kiln-model	crates/kiln-model/src/forward.rs:1873	candle_core::Error::Msg(format!(
candle_core::Error::Msg	kiln-model	crates/kiln-model/src/forward.rs:1895	candle_core::Error::Msg(format!("CudaFlashAttentionTrainingBf16 bwd: {e:?}"))
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:3881	candle_core::D::Minus1,
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:4004	candle_core::D::Minus1,
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:4090	Tensor::cat(&[&gate_proj_t, &up_proj_t], candle_core::D::Minus1)?
candle_core::Result	kiln-model	crates/kiln-model/src/forward.rs:4492	) -> candle_core::Result<(CpuStorage, Shape)> {
candle_core::op::BackpropOp::none	kiln-model	crates/kiln-model/src/forward.rs:4497	candle_core::op::BackpropOp::none(),
candle_core::Error::Msg	kiln-model	crates/kiln-model/src/forward.rs:4509	candle_core::Error::Msg(format!("rmsnorm fwd weight→f32: {e:?}"))
candle_core::Error::Msg	kiln-model	crates/kiln-model/src/forward.rs:4518	.map_err(|e| candle_core::Error::Msg(format!("rmsnorm fwd dispatch: {e:?}")))?;
candle_core::Error::Msg	kiln-model	crates/kiln-model/src/forward.rs:4524	.map_err(|e| candle_core::Error::Msg(format!("rmsnorm fwd cast: {e:?}")))?
candle_core::Error::Msg	kiln-model	crates/kiln-model/src/forward.rs:4531	candle_core::Error::Msg(format!("rmsnorm fwd storage clone: {e:?}"))
candle_core::Error::Msg	kiln-model	crates/kiln-model/src/forward.rs:4536	return Err(candle_core::Error::Msg(
candle_core::Result	kiln-model	crates/kiln-model/src/forward.rs:4548	) -> candle_core::Result<Option<Tensor>> {
candle_core::Error::Msg	kiln-model	crates/kiln-model/src/forward.rs:4571	.map_err(|e| candle_core::Error::Msg(format!("rmsnorm bwd dispatch: {e:?}")))?;
candle_core::Error::Msg	kiln-model	crates/kiln-model/src/forward.rs:4577	.map_err(|e| candle_core::Error::Msg(format!("rmsnorm bwd cast: {e:?}")))?
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:4599	let variance = x_f32.sqr()?.mean_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:4618	let variance = x_f32.sqr()?.mean_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:4638	let variance = x_f32.sqr()?.mean_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:4708	let variance = x_f32.sqr()?.mean_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:4748	let variance = x_f32.sqr()?.mean_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:5049	let x_rot = x.narrow(candle_core::D::Minus1, 0, rotary_dim)?; // [..., :rotary_dim]
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:5051	Some(x.narrow(candle_core::D::Minus1, rotary_dim, head_dim - rotary_dim)?) // [..., rotary_dim:]
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:5057	let x1 = x_rot.narrow(candle_core::D::Minus1, 0, half_rotary)?; // [..., :half_rotary]
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:5058	let x2 = x_rot.narrow(candle_core::D::Minus1, half_rotary, half_rotary)?; // [..., half_rotary:rotary_dim]
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:5071	Some(pass) => Tensor::cat(&[&r1, &r2, &pass], candle_core::D::Minus1)?,
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:5072	None => Tensor::cat(&[&r1, &r2], candle_core::D::Minus1)?,
candle_core::Result	kiln-model	crates/kiln-model/src/forward.rs:5129	) -> candle_core::Result<(CpuStorage, Shape)> {
candle_core::bail	kiln-model	crates/kiln-model/src/forward.rs:5137	candle_core::bail!("CudaRotaryOneBf16 CPU fallback requires compact contiguous inputs");
candle_core::Error::Msg	kiln-model	crates/kiln-model/src/forward.rs:5158	candle_core::Error::Msg(format!("CudaRotaryOneBf16 CPU fallback: {e:?}"))
candle_core::bail	kiln-model	crates/kiln-model/src/forward.rs:5164	_ => candle_core::bail!("CudaRotaryOneBf16 CPU fallback produced non-CPU storage"),
candle_core::Result	kiln-model	crates/kiln-model/src/forward.rs:5176	) -> candle_core::Result<(CudaStorage, Shape)> {
candle_core::bail	kiln-model	crates/kiln-model/src/forward.rs:5178	candle_core::bail!("CudaRotaryOneBf16 CUDA path requires contiguous inputs");
candle_core::Error::Msg	kiln-model	crates/kiln-model/src/forward.rs:5195	.map_err(|e| candle_core::Error::Msg(format!("CudaRotaryOneBf16 CUDA fwd: {e:?}")))?;
candle_core::Result	kiln-model	crates/kiln-model/src/forward.rs:5206	) -> candle_core::Result<(Option<Tensor>, Option<Tensor>, Option<Tensor>)> {
candle_core::Error::Msg	kiln-model	crates/kiln-model/src/forward.rs:5221	.map_err(|e| candle_core::Error::Msg(format!("CudaRotaryOneBf16 CUDA bwd: {e:?}")))?;
candle_core::Error::Msg	kiln-model	crates/kiln-model/src/forward.rs:5225	.map_err(|e| candle_core::Error::Msg(format!("CudaRotaryOneBf16 bwd: {e:?}")))?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:5241	let grad_rot = grad.narrow(candle_core::D::Minus1, 0, rotary_dim)?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:5243	Some(grad.narrow(candle_core::D::Minus1, rotary_dim, head_dim - rotary_dim)?)
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:5248	let g1 = grad_rot.narrow(candle_core::D::Minus1, 0, half_rotary)?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:5249	let g2 = grad_rot.narrow(candle_core::D::Minus1, half_rotary, half_rotary)?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:5256	Some(pass) => Tensor::cat(&[&dx1, &dx2, &pass], candle_core::D::Minus1)?,
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:5257	None => Tensor::cat(&[&dx1, &dx2], candle_core::D::Minus1)?,
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:6211	let sq_sum = x_f32.sqr()?.sum_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:6297	let variance = x_f32.sqr()?.mean_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:6914	let big_g = g_f32.cumsum(candle_core::D::Minus1)?; // [B, nv, C], F32
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:7536	let big_g = g_f32.cumsum(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:7725	d_decay_last_col_acc = (&k_c * &tmp_dk)?.sum(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:7732	let d_beta = (&pre_beta * &dr)?.sum(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:7742	let big_g = g_c.cumsum(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:7747	let mut d_g_acc = (&ks_entry * &d_ks_entry)?.sum(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:7752	.sum(candle_core::D::Minus1)?)?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:7779	let row_sum = term.sum(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:7785	let decay_sum = decay_term.sum(candle_core::D::Minus1)?.unsqueeze(2)?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:8154	let gdn_in_proj = Tensor::cat(&[&mixed_qkv, &z, &b, &a], candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:8158	let gdn_in_proj = Tensor::cat(&[&mixed_qkv, &z, &b, &a], candle_core::D::Minus1)?;
candle_core::Tensor::zeros	kiln-model	crates/kiln-model/src/forward.rs:12247	let empty_mask = candle_core::Tensor::zeros((), candle_core::DType::F32, q.device())?;
candle_core::DType::F32	kiln-model	crates/kiln-model/src/forward.rs:12247	let empty_mask = candle_core::Tensor::zeros((), candle_core::DType::F32, q.device())?;
candle_core::Tensor::new	kiln-model	crates/kiln-model/src/forward.rs:14269	let positions = candle_core::Tensor::new(
candle_core::DType::F32	kiln-model	crates/kiln-model/src/forward.rs:14299	let hidden_flat = if hidden.dtype() == candle_core::DType::F32 {
candle_core::DType::F32	kiln-model	crates/kiln-model/src/forward.rs:14302	hidden.to_dtype(candle_core::DType::F32)?.flatten_all()?
candle_core::Tensor::from_vec	kiln-model	crates/kiln-model/src/forward.rs:14554	candle_core::Tensor::from_vec(out_f32, (1usize, 1usize, vocab_size), device)?;
candle_core::DType::F32	kiln-model	crates/kiln-model/src/forward.rs:15545	let concat_f32 = concat.to_dtype(candle_core::DType::F32)?;
candle_core::DType::F32	kiln-model	crates/kiln-model/src/forward.rs:15546	let fc_t_f32 = mtp.fc_t.to_dtype(candle_core::DType::F32)?;
candle_core::Var	kiln-model	crates/kiln-model/src/forward.rs:16677	use candle_core::Var;
candle_core::DType::F32	kiln-model	crates/kiln-model/src/forward.rs:17391	assert_eq!(stub.dtype(), candle_core::DType::F32);
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:17511	let variance = x_f32.sqr()?.mean_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:18099	let gate_up_t = Tensor::cat(&[&gate_t, &up_t], candle_core::D::Minus1)?
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:18160	let gate_up_t = Tensor::cat(&[&gate_t, &up_t], candle_core::D::Minus1)?
candle_core::D::Minus1	kiln-model	crates/kiln-model/src/forward.rs:21876	let big_g = g_f32.cumsum(candle_core::D::Minus1)?; // [B, nv, C] F32
candle_nn::sampling::gumbel_softmax	kiln-model	crates/kiln-model/src/sampling.rs:24	use candle_nn::sampling::gumbel_softmax;
candle_core::Device	kiln-model	crates/kiln-model/src/sampling.rs:628	use candle_core::Device;
candle_core::cuda_backend::cudarc::driver::DevicePtr	kiln-model	crates/kiln-model/src/packed_weight_registry.rs:11	use candle_core::cuda_backend::cudarc::driver::DevicePtr;
candle_core::Storage::Cuda	kiln-model	crates/kiln-model/src/packed_weight_registry.rs:171	candle_core::Storage::Cuda(cuda) => cuda,
candle_core::utils::cuda_is_available	kiln-train	crates/kiln-train/examples/cuda_opd_remote.rs:266	candle_core::utils::cuda_is_available(),
candle_core::Device::new_cuda	kiln-train	crates/kiln-train/examples/cuda_opd_remote.rs:269	let device = candle_core::Device::new_cuda(0)?;
candle_core::utils::cuda_is_available	kiln-train	crates/kiln-train/examples/cuda_grpo_ablation.rs:854	candle_core::utils::cuda_is_available(),
candle_core::Device::new_cuda	kiln-train	crates/kiln-train/examples/cuda_grpo_ablation.rs:857	let device = candle_core::Device::new_cuda(0).context("create CUDA device 0")?;
candle_core::Tensor	kiln-model	crates/kiln-model/src/generate.rs:1112	logits: &candle_core::Tensor,
candle_core::Device::Metal	kiln-model	crates/kiln-model/src/generate.rs:2224	&& matches!(self.backend.device(), candle_core::Device::Metal(_))
candle_core::Tensor	kiln-model	crates/kiln-model/src/generate.rs:2979	logits: candle_core::Tensor,
candle_core::Device::Metal	kiln-model	crates/kiln-model/src/generate.rs:3354	&& matches!(self.backend.device(), candle_core::Device::Metal(_))
candle_core::Device::Metal	kiln-model	crates/kiln-model/src/generate.rs:3672	&& matches!(self.backend.device(), candle_core::Device::Metal(_))
candle_core::Device::Metal	kiln-model	crates/kiln-model/src/generate.rs:3765	&& matches!(self.backend.device(), candle_core::Device::Metal(_))
candle_core::Device::Metal	kiln-model	crates/kiln-model/src/generate.rs:4032	&& matches!(self.backend.device(), candle_core::Device::Metal(_))
candle_core::Device::Metal	kiln-model	crates/kiln-model/src/generate.rs:4130	&& matches!(self.backend.device(), candle_core::Device::Metal(_))
candle_core::Tensor	kiln-model	crates/kiln-model/src/generate.rs:5435	candle_core::Tensor,
candle_core::Tensor	kiln-model	crates/kiln-model/src/generate.rs:6002	logits: candle_core::Tensor,
candle_core::Device::Metal	kiln-model	crates/kiln-model/src/generate.rs:6417	&& matches!(self.backend.device(), candle_core::Device::Metal(_))
candle_core::DType::F32	kiln-model	crates/kiln-model/src/generate.rs:6535	let final_norm = Tensor::zeros((h,), candle_core::DType::F32, device).unwrap();
candle_core::DType::F32	kiln-model	crates/kiln-model/src/generate.rs:6558	q_norm: Tensor::zeros((head_dim,), candle_core::DType::F32, device).unwrap(),
candle_core::DType::F32	kiln-model	crates/kiln-model/src/generate.rs:6559	k_norm: Tensor::zeros((head_dim,), candle_core::DType::F32, device).unwrap(),
candle_core::DType::F32	kiln-model	crates/kiln-model/src/generate.rs:6586	let norm = Tensor::ones((v_dim,), candle_core::DType::F32, device).unwrap();
candle_core::DType::F32	kiln-model	crates/kiln-model/src/generate.rs:6587	let a_log = Tensor::zeros((nv,), candle_core::DType::F32, device).unwrap();
candle_core::DType::F32	kiln-model	crates/kiln-model/src/generate.rs:6588	let a_log_gates = Tensor::zeros((nv,), candle_core::DType::F32, device).unwrap();
candle_core::DType::F32	kiln-model	crates/kiln-model/src/generate.rs:6589	let dt_bias = Tensor::zeros((nv,), candle_core::DType::F32, device).unwrap();
candle_core::DType::F32	kiln-model	crates/kiln-model/src/generate.rs:6626	input_layernorm: Tensor::zeros((h,), candle_core::DType::F32, device).unwrap(),
candle_core::DType::F32	kiln-model	crates/kiln-model/src/generate.rs:6627	post_attention_layernorm: Tensor::zeros((h,), candle_core::DType::F32, device)
candle_core::DType::F32	kiln-model	crates/kiln-model/src/generate.rs:7459	candle_core::DType::F32,
candle_core::DType::F32	kiln-model	crates/kiln-model/src/generate.rs:7507	candle_core::DType::F32,
candle_core::DType::F32	kiln-model	crates/kiln-model/src/generate.rs:7560	candle_core::DType::F32,
candle_core::DType::F32	kiln-model	crates/kiln-model/src/generate.rs:7600	candle_core::DType::F32,
candle_core::DType::F32	kiln-model	crates/kiln-model/src/generate.rs:7647	candle_core::DType::F32,
candle_core::DType::F32	kiln-model	crates/kiln-model/src/generate.rs:7724	candle_core::DType::F32,
candle_core::DType::F32	kiln-model	crates/kiln-model/src/generate.rs:7800	candle_core::DType::F32,
candle_core::DType::F32	kiln-model	crates/kiln-model/src/generate.rs:7888	candle_core::DType::F32,
candle_core::DType::F32	kiln-model	crates/kiln-model/src/generate.rs:7984	candle_core::DType::F32,
candle_core::utils::cuda_is_available	kiln-train	crates/kiln-train/examples/cuda_grpo_behavioral_eval.rs:299	candle_core::utils::cuda_is_available(),
candle_core::Device::new_cuda	kiln-train	crates/kiln-train/examples/cuda_grpo_behavioral_eval.rs:302	let device = candle_core::Device::new_cuda(0).context("create CUDA device 0")?;
candle_core::utils::cuda_is_available	kiln-train	crates/kiln-train/examples/cuda_sft_file.rs:339	candle_core::utils::cuda_is_available(),
candle_core::Device::new_cuda	kiln-train	crates/kiln-train/examples/cuda_sft_file.rs:342	let device = candle_core::Device::new_cuda(0).context("create CUDA device 0")?;
candle_core::Device	kiln-train	crates/kiln-train/examples/long_context_grpo_bench.rs:359	device: candle_core::Device,
candle_core::utils::cuda_is_available	kiln-train	crates/kiln-train/examples/long_context_grpo_bench.rs:367	candle_core::utils::cuda_is_available(),
candle_core::Device::new_cuda	kiln-train	crates/kiln-train/examples/long_context_grpo_bench.rs:370	let device = candle_core::Device::new_cuda(0).context("create CUDA device 0")?;
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:204	candle_core::bail!(
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:213	candle_core::bail!("kiln-conv1d-kernel: decode path requires seq_len=1 (got {t})");
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:222	candle_core::bail!(
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:231	candle_core::bail!(
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:238	candle_core::bail!("kiln-conv1d-kernel: weight must be rank 2 or 3 (got rank {r})")
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:244	candle_core::bail!(
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:251	candle_core::bail!("kiln-conv1d-kernel: x must be bf16 (got {:?})", x.dtype());
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:254	candle_core::bail!(
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:260	candle_core::bail!(
candle_core::Storage::Cuda	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:281	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:282	_ => candle_core::bail!("kiln-conv1d-kernel: x must be on CUDA"),
candle_core::Storage::Cuda	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:285	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:286	_ => candle_core::bail!("kiln-conv1d-kernel: weight must be on CUDA"),
candle_core::Storage::Cuda	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:289	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:290	_ => candle_core::bail!("kiln-conv1d-kernel: conv_state must be on CUDA"),
candle_core::Storage::Cuda	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:293	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:294	_ => candle_core::bail!("kiln-conv1d-kernel: out must be on CUDA"),
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:332	candle_core::bail!(
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:361	candle_core::bail!(
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:369	candle_core::bail!("kiln-conv1d-kernel: prefill path requires seq_len > 1 (got {seq_len})");
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:376	candle_core::bail!(
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:385	candle_core::bail!(
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:392	candle_core::bail!("kiln-conv1d-kernel: weight must be rank 2 or 3 (got rank {r})")
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:398	candle_core::bail!(
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:405	candle_core::bail!("kiln-conv1d-kernel: x must be bf16 (got {:?})", x.dtype());
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:408	candle_core::bail!(
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:414	candle_core::bail!(
candle_core::Storage::Cuda	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:435	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:436	_ => candle_core::bail!("kiln-conv1d-kernel: x must be on CUDA"),
candle_core::Storage::Cuda	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:439	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:440	_ => candle_core::bail!("kiln-conv1d-kernel: weight must be on CUDA"),
candle_core::Storage::Cuda	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:443	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:444	_ => candle_core::bail!("kiln-conv1d-kernel: conv_state must be on CUDA"),
candle_core::Storage::Cuda	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:447	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:448	_ => candle_core::bail!("kiln-conv1d-kernel: out must be on CUDA"),
candle_core::bail	kiln-conv1d-kernel	crates/kiln-conv1d-kernel/src/lib.rs:487	candle_core::bail!(
candle_core::shape::ShapeWithOneHole	kiln-train	crates/kiln-train/tests/vk_train_smoke.rs:20	use candle_core::shape::ShapeWithOneHole;
candle_core::DType::F32	kiln-train	crates/kiln-train/tests/vk_train_smoke.rs:366	weights.embed_tokens = Tensor::zeros((1usize,), candle_core::DType::F32, &Device::Cpu)?;
candle_core::safetensors::load	kiln-train	crates/kiln-train/tests/vk_train_smoke.rs:1794	let loaded = candle_core::safetensors::load(&tmp, &candle_core::Device::Cpu)?;
candle_core::Device::Cpu	kiln-train	crates/kiln-train/tests/vk_train_smoke.rs:1794	let loaded = candle_core::safetensors::load(&tmp, &candle_core::Device::Cpu)?;
candle_core::safetensors::load	kiln-train	crates/kiln-train/tests/vk_train_smoke.rs:2085	candle_core::safetensors::load(out.join("adapter_model.safetensors"), &Device::Cpu)?;
candle_core::safetensors::load	kiln-train	crates/kiln-train/tests/vk_train_smoke.rs:2107	let checkpoint_loaded = candle_core::safetensors::load(&checkpoint, &Device::Cpu)?;
candle_core::safetensors::load	kiln-train	crates/kiln-train/tests/vk_train_smoke.rs:2397	let loaded = candle_core::safetensors::load(&adapter_path, &Device::Cpu)?;
candle_core::safetensors::load	kiln-train	crates/kiln-train/tests/vk_train_smoke.rs:2860	let loaded = candle_core::safetensors::load(&tmp, &candle_core::Device::Cpu)?;
candle_core::Device::Cpu	kiln-train	crates/kiln-train/tests/vk_train_smoke.rs:2860	let loaded = candle_core::safetensors::load(&tmp, &candle_core::Device::Cpu)?;
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:141	candle_core::bail!("kiln-flash-attn only supports bf16, got {:?}", q.dtype());
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:144	candle_core::bail!("kiln-flash-attn only supports head_dim=128,256, got {head_dim}");
candle_core::Storage::Cuda	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:165	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:166	_ => candle_core::bail!("q must be a CUDA tensor"),
candle_core::Storage::Cuda	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:169	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:170	_ => candle_core::bail!("k must be a CUDA tensor"),
candle_core::Storage::Cuda	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:173	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:174	_ => candle_core::bail!("v must be a CUDA tensor"),
candle_core::Storage::Cuda	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:177	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:178	_ => candle_core::bail!("out must be a CUDA tensor"),
candle_core::Storage::Cuda	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:181	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:182	_ => candle_core::bail!("softmax_lse must be a CUDA tensor"),
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:225	candle_core::bail!("kiln_flash_attn_fwd failed with status {status}");
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:258	candle_core::bail!("flash_attn_paged_decode requires query_len==1, got {q_len}");
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:262	candle_core::bail!("k_pool head_dim ({hd_k}) does not match q head_dim ({head_dim})");
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:265	candle_core::bail!("v_pool head_dim mismatch");
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:268	candle_core::bail!(
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:273	candle_core::bail!("flash_attn_paged_decode requires bf16 q/k/v");
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:276	candle_core::bail!(
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:282	candle_core::bail!(
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:287	candle_core::bail!(
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:295	candle_core::bail!("block_table batch dim ({bt_batch}) must match q batch ({b})");
